"frame","x [nm]","y [nm]","z [nm]"
2042.0,3044.1,3624.1,-1415.0
2043.0,3045.8,3623.2,-1415.0
2044.0,3045.3,3621.6,-1415.0
2045.0,3045.6,3620.3,-1420.0
2046.0,3044.6,3619.8,-1420.0
2047.0,3045.1,3618.6,-1420.0
2048.0,3043.3,3616.3,-1425.0
2049.0,3043.5,3617.5,-1415.0
2050.0,3043.5,3617.0,-1415.0
2051.0,3044.5,3617.6,-1425.0
2052.0,3045.6,3615.8,-1425.0
2053.0,3044.1,3616.4,-1415.0
2054.0,3041.4,3615.5,-1420.0
2055.0,3040.5,3616.7,-1415.0
2056.0,3039.8,3616.0,-1415.0
2057.0,3038.6,3615.0,-1420.0
2058.0,3040.2,3615.5,-1415.0
2059.0,3040.8,3616.5,-1415.0
2060.0,3042.0,3617.0,-1410.0
2061.0,3042.1,3613.3,-1415.0
2062.0,3041.9,3612.9,-1420.0
2063.0,3041.0,3610.5,-1415.0
2064.0,3040.7,3612.2,-1415.0
2065.0,3040.2,3610.5,-1420.0
2066.0,3039.5,3611.0,-1410.0
2067.0,3039.4,3610.3,-1415.0
2068.0,3039.1,3611.3,-1405.0
2069.0,3040.0,3611.0,-1410.0
2070.0,3040.0,3610.3,-1410.0
2071.0,3038.7,3610.1,-1415.0
2072.0,3038.4,3607.8,-1415.0
2073.0,3039.6,3609.1,-1410.0
2074.0,3039.0,3608.5,-1415.0
2075.0,3039.3,3609.1,-1415.0
2076.0,3040.0,3607.5,-1415.0
2077.0,3041.3,3608.6,-1410.0
2078.0,3039.9,3607.9,-1410.0
2079.0,3041.6,3607.8,-1410.0
2080.0,3042.3,3607.9,-1415.0
2081.0,3042.9,3606.2,-1415.0
2082.0,3045.0,3607.1,-1415.0
2083.0,3044.9,3606.1,-1415.0
2084.0,3045.6,3605.2,-1420.0
2085.0,3044.8,3608.8,-1415.0
2086.0,3041.0,3611.0,-1415.0
2087.0,3037.1,3615.5,-1410.0
2088.0,3035.2,3615.8,-1410.0
2089.0,3039.8,3609.9,-1415.0
2090.0,3042.5,3605.6,-1420.0
2091.0,3045.3,3605.1,-1420.0
2092.0,3044.0,3608.2,-1415.0
2093.0,3043.8,3609.7,-1410.0
2094.0,3045.0,3609.5,-1420.0
2095.0,3046.0,3606.9,-1425.0
2096.0,3045.4,3606.0,-1425.0
2097.0,3045.0,3609.2,-1410.0
2098.0,3044.8,3609.1,-1415.0
2099.0,3044.7,3608.7,-1415.0
2100.0,3044.0,3607.0,-1415.0
2101.0,3042.3,3607.2,-1415.0
2102.0,3042.4,3608.8,-1410.0
2103.0,3039.4,3605.5,-1415.0
2104.0,3038.8,3605.4,-1415.0
2105.0,3039.4,3604.5,-1415.0
2106.0,3041.4,3603.6,-1415.0
2107.0,3040.2,3602.4,-1415.0
2108.0,3044.2,3602.8,-1410.0
2109.0,3045.3,3599.9,-1405.0
2110.0,3044.9,3597.1,-1415.0
2111.0,3045.0,3598.5,-1410.0
2112.0,3045.6,3598.0,-1410.0
2113.0,3044.4,3599.3,-1405.0
2114.0,3042.9,3597.8,-1410.0
2115.0,3042.8,3598.2,-1410.0
2116.0,3043.6,3601.6,-1410.0
2117.0,3040.1,3602.4,-1410.0
2118.0,3040.4,3600.8,-1415.0
2119.0,3038.8,3601.3,-1415.0
2120.0,3037.3,3599.6,-1410.0
2121.0,3038.5,3602.5,-1410.0
2122.0,3041.2,3600.7,-1410.0
2123.0,3041.1,3602.0,-1410.0
2124.0,3041.4,3600.4,-1410.0
2125.0,3041.5,3598.8,-1415.0
2126.0,3040.8,3598.6,-1410.0
2127.0,3040.7,3596.5,-1405.0
2128.0,3039.5,3595.1,-1410.0
2129.0,3041.0,3593.8,-1405.0
2130.0,3040.8,3593.3,-1410.0
2131.0,3040.9,3594.6,-1405.0
2132.0,3040.8,3590.2,-1410.0
2133.0,3039.9,3591.2,-1410.0
2134.0,3042.3,3591.9,-1410.0
2135.0,3043.5,3592.8,-1405.0
2136.0,3041.7,3592.7,-1410.0
2137.0,3043.3,3593.5,-1400.0
2138.0,3040.5,3591.9,-1405.0
2139.0,3042.6,3595.6,-1405.0
2140.0,3040.3,3595.5,-1410.0
2141.0,3040.2,3593.3,-1405.0
2142.0,3040.5,3593.2,-1400.0
2143.0,3037.7,3590.9,-1405.0
2144.0,3039.7,3589.6,-1405.0
2145.0,3038.7,3587.4,-1400.0
2146.0,3038.0,3586.6,-1405.0
2147.0,3039.8,3585.9,-1410.0
2148.0,3040.9,3586.7,-1405.0
2149.0,3041.4,3588.7,-1405.0
2150.0,3043.1,3589.2,-1405.0
2151.0,3041.0,3587.0,-1405.0
2152.0,3042.8,3589.9,-1400.0
2153.0,3042.9,3587.5,-1410.0
2154.0,3042.9,3586.6,-1410.0
2155.0,3042.9,3586.6,-1410.0
2156.0,3044.5,3586.3,-1410.0
2157.0,3043.8,3585.3,-1410.0
2158.0,3045.0,3586.0,-1405.0
2159.0,3042.6,3585.9,-1410.0
2160.0,3043.1,3586.9,-1405.0
2161.0,3042.3,3587.2,-1405.0
2162.0,3045.2,3590.0,-1405.0
2163.0,3044.0,3589.1,-1405.0
2164.0,3043.4,3590.1,-1400.0
2165.0,3042.1,3589.0,-1400.0
2166.0,3041.2,3587.9,-1400.0
2167.0,3041.1,3588.9,-1405.0
2168.0,3040.8,3587.9,-1410.0
2169.0,3040.5,3588.4,-1405.0
2170.0,3040.4,3588.2,-1405.0
2171.0,3039.7,3591.1,-1405.0
2172.0,3038.1,3591.2,-1400.0
2173.0,3038.3,3589.9,-1410.0
2174.0,3039.6,3591.2,-1405.0
2175.0,3038.9,3591.9,-1405.0
2176.0,3039.6,3591.8,-1405.0
2177.0,3041.0,3591.0,-1410.0
2178.0,3040.2,3592.2,-1405.0
2179.0,3042.7,3589.7,-1410.0
2180.0,3041.3,3588.8,-1405.0
2181.0,3042.3,3589.7,-1405.0
2182.0,3042.5,3590.4,-1410.0
2183.0,3043.6,3588.5,-1410.0
2184.0,3041.9,3590.1,-1405.0
2185.0,3039.7,3587.8,-1410.0
2186.0,3038.8,3589.3,-1410.0
2187.0,3036.9,3588.9,-1415.0
2188.0,3039.4,3590.1,-1410.0
2189.0,3039.1,3591.6,-1405.0
2190.0,3040.4,3593.2,-1410.0
2191.0,3042.5,3590.2,-1405.0
2192.0,3042.0,3590.3,-1405.0
2193.0,3042.9,3588.7,-1400.0
2194.0,3039.9,3589.0,-1400.0
2195.0,3040.6,3588.6,-1400.0
2196.0,3039.7,3588.9,-1405.0
2197.0,3038.4,3588.1,-1410.0
2198.0,3038.8,3587.1,-1405.0
2199.0,3039.4,3586.1,-1405.0
2200.0,3038.8,3583.9,-1410.0
2201.0,3040.1,3584.9,-1405.0
2202.0,3039.0,3584.3,-1405.0
2203.0,3039.2,3583.4,-1405.0
2204.0,3038.4,3582.8,-1405.0
2205.0,3038.5,3582.6,-1410.0
2206.0,3038.2,3580.9,-1410.0
2207.0,3036.4,3580.9,-1405.0
2208.0,3037.3,3581.0,-1410.0
2209.0,3038.7,3581.2,-1405.0
2210.0,3039.7,3580.6,-1415.0
2211.0,3038.9,3581.5,-1410.0
2212.0,3038.4,3579.7,-1415.0
2213.0,3038.0,3579.6,-1420.0
2214.0,3038.1,3579.8,-1420.0
2215.0,3032.8,3578.7,-1420.0
2216.0,3034.0,3581.6,-1415.0
2217.0,3035.7,3580.0,-1410.0
2218.0,3040.0,3579.9,-1420.0
2219.0,3040.3,3577.7,-1425.0
2220.0,3043.9,3578.1,-1420.0
2221.0,3044.7,3576.2,-1435.0
2222.0,3044.2,3574.8,-1430.0
2223.0,3044.4,3574.9,-1430.0
2224.0,3043.1,3576.9,-1425.0
2225.0,3043.6,3578.1,-1420.0
2226.0,3043.0,3579.1,-1410.0
2227.0,3041.7,3576.3,-1420.0
2228.0,3040.8,3579.0,-1415.0
2229.0,3042.9,3580.1,-1415.0
2230.0,3040.3,3579.4,-1415.0
2231.0,3039.9,3580.6,-1410.0
2232.0,3040.3,3580.5,-1415.0
2233.0,3039.4,3580.7,-1410.0
2234.0,3039.8,3581.0,-1415.0
2235.0,3039.4,3581.9,-1410.0
2236.0,3041.5,3580.8,-1415.0
2237.0,3039.4,3578.8,-1410.0
2238.0,3039.9,3579.6,-1415.0
2239.0,3039.2,3578.2,-1415.0
2240.0,3040.5,3576.7,-1425.0
2241.0,3038.0,3577.0,-1415.0
2242.0,3038.2,3577.2,-1415.0
2243.0,3038.8,3577.8,-1410.0
2244.0,3040.5,3576.4,-1420.0
2245.0,3037.8,3576.8,-1415.0
2246.0,3036.8,3576.9,-1415.0
2247.0,3039.2,3574.2,-1430.0
2248.0,3038.0,3575.9,-1420.0
2249.0,3037.9,3573.3,-1430.0
2250.0,3038.3,3574.8,-1430.0
2251.0,3039.8,3572.8,-1425.0
2252.0,3036.2,3574.7,-1420.0
2253.0,3036.2,3573.9,-1425.0
2254.0,3035.3,3575.2,-1430.0
2255.0,3035.9,3578.2,-1415.0
2256.0,3037.2,3578.0,-1415.0
2257.0,3038.5,3578.2,-1420.0
2258.0,3037.0,3575.2,-1425.0
2259.0,3038.7,3575.0,-1435.0
2260.0,3039.9,3575.9,-1420.0
2261.0,3039.7,3573.5,-1425.0
2262.0,3034.8,3571.6,-1425.0
2263.0,3037.0,3568.9,-1440.0
2264.0,3039.8,3574.1,-1425.0
2265.0,3035.9,3568.0,-1440.0
2266.0,3034.1,3570.4,-1425.0
2267.0,3035.2,3572.0,-1425.0
2268.0,3033.5,3570.2,-1430.0
2269.0,3033.6,3569.8,-1435.0
2270.0,3033.0,3568.3,-1435.0
2271.0,3032.2,3569.3,-1425.0
2272.0,3033.3,3569.0,-1430.0
2273.0,3035.1,3570.0,-1435.0
2274.0,3034.3,3567.1,-1435.0
2275.0,3034.2,3568.2,-1435.0
2276.0,3035.1,3566.3,-1440.0
2277.0,3034.9,3567.5,-1430.0
2278.0,3034.6,3565.3,-1440.0
2279.0,3035.0,3563.4,-1445.0
2280.0,3034.8,3562.8,-1440.0
2281.0,3035.4,3563.6,-1440.0
2282.0,3035.3,3563.1,-1440.0
2283.0,3034.6,3562.9,-1435.0
2284.0,3035.6,3564.2,-1435.0
2285.0,3035.6,3564.7,-1435.0
2286.0,3037.1,3563.9,-1445.0
2287.0,3034.1,3562.8,-1440.0
2288.0,3036.2,3561.1,-1440.0
2289.0,3033.9,3563.0,-1435.0
2290.0,3036.3,3562.0,-1440.0
2291.0,3035.6,3564.4,-1435.0
2292.0,3034.6,3564.4,-1435.0
2293.0,3035.3,3563.8,-1430.0
2294.0,3035.1,3564.6,-1435.0
2295.0,3033.2,3562.1,-1430.0
2296.0,3035.6,3561.1,-1435.0
2297.0,3035.2,3561.1,-1440.0
2298.0,3035.4,3561.2,-1440.0
2299.0,3034.3,3560.3,-1440.0
2300.0,3033.8,3560.3,-1430.0
2301.0,3036.2,3560.8,-1435.0
2302.0,3034.7,3562.9,-1430.0
2303.0,3033.6,3559.4,-1435.0
2304.0,3034.4,3559.6,-1435.0
2305.0,3036.2,3559.7,-1430.0
2306.0,3035.5,3558.0,-1435.0
2307.0,3034.2,3557.9,-1430.0
2308.0,3031.7,3556.8,-1430.0
2309.0,3033.7,3556.4,-1435.0
2310.0,3032.9,3556.0,-1435.0
2311.0,3033.6,3555.6,-1440.0
2312.0,3036.7,3555.8,-1435.0
2313.0,3038.5,3558.7,-1440.0
2314.0,3039.2,3560.2,-1440.0
2315.0,3036.9,3559.9,-1435.0
2316.0,3038.1,3561.3,-1435.0
2317.0,3037.6,3562.1,-1430.0
2318.0,3034.6,3561.1,-1435.0
2319.0,3034.1,3563.5,-1440.0
2320.0,3032.6,3566.8,-1430.0
2321.0,3031.7,3568.4,-1420.0
2322.0,3033.6,3568.6,-1425.0
2323.0,3034.4,3564.7,-1445.0
2324.0,3033.0,3563.9,-1440.0
2325.0,3034.6,3563.4,-1445.0
2326.0,3032.8,3562.9,-1435.0
2327.0,3031.9,3564.2,-1435.0
2328.0,3031.2,3563.7,-1435.0
2329.0,3032.6,3563.7,-1425.0
2330.0,3030.7,3561.3,-1435.0
2331.0,3032.4,3560.1,-1435.0
2332.0,3031.2,3560.8,-1430.0
2333.0,3031.8,3560.7,-1430.0
2334.0,3031.1,3561.3,-1435.0
2335.0,3030.6,3564.7,-1435.0
2336.0,3030.6,3563.4,-1435.0
2337.0,3031.9,3564.1,-1430.0
2338.0,3030.9,3563.6,-1435.0
2339.0,3029.5,3562.2,-1440.0
2340.0,3030.1,3561.7,-1430.0
2341.0,3031.0,3562.2,-1435.0
2342.0,3030.4,3561.1,-1435.0
2343.0,3029.2,3561.0,-1435.0
2344.0,3027.6,3562.2,-1435.0
2345.0,3027.3,3557.9,-1445.0
2346.0,3026.7,3562.1,-1440.0
2347.0,3026.8,3562.6,-1440.0
2348.0,3029.2,3561.3,-1430.0
2349.0,3027.9,3561.0,-1435.0
2350.0,3028.9,3560.1,-1435.0
2351.0,3027.7,3559.9,-1440.0
2352.0,3028.6,3559.5,-1430.0
2353.0,3032.3,3560.1,-1430.0
2354.0,3032.7,3557.9,-1440.0
2355.0,3033.2,3558.9,-1430.0
2356.0,3032.8,3556.6,-1430.0
2357.0,3033.0,3554.8,-1425.0
2358.0,3033.8,3555.8,-1430.0
2359.0,3034.2,3555.9,-1425.0
2360.0,3034.8,3552.6,-1430.0
2361.0,3035.5,3554.3,-1435.0
2362.0,3037.7,3554.8,-1435.0
2363.0,3037.5,3554.2,-1430.0
2364.0,3036.3,3555.7,-1430.0
2365.0,3032.9,3555.6,-1430.0
2366.0,3032.3,3553.0,-1440.0
2367.0,3035.4,3554.0,-1430.0
2368.0,3034.7,3553.4,-1430.0
2369.0,3038.0,3553.1,-1430.0
2370.0,3037.0,3554.1,-1425.0
2371.0,3036.3,3551.9,-1435.0
2372.0,3035.4,3550.8,-1435.0
2373.0,3036.1,3553.3,-1435.0
2374.0,3036.4,3551.7,-1430.0
2375.0,3037.0,3552.8,-1425.0
2376.0,3034.8,3551.7,-1435.0
2377.0,3035.1,3555.2,-1430.0
2378.0,3033.0,3554.4,-1430.0
2379.0,3033.5,3555.6,-1430.0
2380.0,3033.0,3554.9,-1435.0
2381.0,3033.4,3558.1,-1425.0
2382.0,3032.7,3554.2,-1430.0
2383.0,3031.5,3552.1,-1435.0
2384.0,3031.9,3552.3,-1430.0
2385.0,3031.2,3553.5,-1430.0
2386.0,3031.5,3552.6,-1430.0
2387.0,3032.6,3552.3,-1425.0
2388.0,3030.7,3553.0,-1430.0
2389.0,3031.8,3551.2,-1430.0
2390.0,3032.1,3548.7,-1430.0
2391.0,3032.1,3550.7,-1435.0
2392.0,3030.9,3550.7,-1425.0
2393.0,3032.1,3548.5,-1435.0
2394.0,3032.5,3547.9,-1435.0
2395.0,3031.5,3547.2,-1430.0
2396.0,3033.0,3547.7,-1430.0
2397.0,3031.2,3548.4,-1425.0
2398.0,3032.0,3545.9,-1430.0
2399.0,3032.4,3546.1,-1435.0
2400.0,3032.8,3546.4,-1430.0
2401.0,3030.5,3545.3,-1425.0
2402.0,3030.7,3545.3,-1430.0
2403.0,3031.7,3545.8,-1425.0
2404.0,3031.0,3545.0,-1420.0
2405.0,3031.4,3544.4,-1425.0
2406.0,3030.5,3545.1,-1425.0
2407.0,3029.4,3544.9,-1425.0
2408.0,3030.9,3545.1,-1420.0
2409.0,3029.9,3543.3,-1425.0
2410.0,3030.4,3542.9,-1425.0
2411.0,3030.8,3542.4,-1430.0
2412.0,3030.8,3543.3,-1425.0
2413.0,3032.2,3542.7,-1430.0
2414.0,3031.6,3542.0,-1430.0
2415.0,3031.9,3541.0,-1425.0
2416.0,3032.1,3540.7,-1430.0
2417.0,3032.3,3542.7,-1425.0
2418.0,3032.0,3540.7,-1425.0
2419.0,3032.5,3541.8,-1425.0
2420.0,3032.3,3539.6,-1425.0
2421.0,3033.7,3540.2,-1430.0
2422.0,3033.9,3542.3,-1425.0
2423.0,3033.2,3538.6,-1430.0
2424.0,3031.9,3539.8,-1430.0
2425.0,3031.4,3541.2,-1420.0
2426.0,3033.6,3539.5,-1425.0
2427.0,3033.1,3541.0,-1425.0
2428.0,3032.4,3538.4,-1430.0
2429.0,3032.0,3539.2,-1425.0
2430.0,3030.9,3538.9,-1430.0
2431.0,3030.7,3539.4,-1435.0
2432.0,3028.5,3539.2,-1425.0
2433.0,3030.7,3538.9,-1430.0
2434.0,3029.5,3540.9,-1430.0
2435.0,3029.5,3540.9,-1415.0
2436.0,3029.3,3539.6,-1425.0
2437.0,3029.6,3538.7,-1425.0
2438.0,3029.5,3539.5,-1425.0
2439.0,3029.5,3537.7,-1430.0
2440.0,3029.5,3538.3,-1420.0
2441.0,3028.2,3537.6,-1425.0
2442.0,3027.5,3537.1,-1430.0
2443.0,3026.4,3539.1,-1425.0
2444.0,3026.0,3538.3,-1425.0
2445.0,3026.1,3540.1,-1425.0
2446.0,3026.7,3538.9,-1425.0
2447.0,3027.9,3539.7,-1425.0
2448.0,3028.0,3538.6,-1430.0
2449.0,3029.2,3538.8,-1420.0
2450.0,3028.3,3536.3,-1425.0
2451.0,3028.2,3538.6,-1420.0
2452.0,3029.8,3538.5,-1420.0
2453.0,3030.0,3537.0,-1420.0
2454.0,3031.1,3535.2,-1425.0
2455.0,3030.1,3534.0,-1420.0
2456.0,3030.4,3534.2,-1425.0
2457.0,3030.3,3532.5,-1420.0
2458.0,3028.8,3533.3,-1425.0
2459.0,3027.7,3531.0,-1420.0
2460.0,3026.9,3531.2,-1420.0
2461.0,3026.6,3531.9,-1425.0
2462.0,3025.3,3531.4,-1420.0
2463.0,3026.4,3532.1,-1420.0
2464.0,3026.5,3530.8,-1425.0
2465.0,3027.5,3529.3,-1425.0
2466.0,3030.8,3527.5,-1425.0
2467.0,3032.3,3524.5,-1425.0
2468.0,3031.4,3524.3,-1430.0
2469.0,3032.6,3523.3,-1420.0
2470.0,3030.7,3522.7,-1425.0
2471.0,3029.3,3523.5,-1420.0
2472.0,3027.8,3523.1,-1425.0
2473.0,3026.5,3525.8,-1425.0
2474.0,3027.1,3528.3,-1430.0
2475.0,3027.2,3531.3,-1425.0
2476.0,3029.7,3531.8,-1425.0
2477.0,3027.2,3533.8,-1425.0
2478.0,3027.4,3533.9,-1420.0
2479.0,3027.9,3533.0,-1420.0
2480.0,3025.1,3534.0,-1415.0
2481.0,3017.8,3532.0,-1435.0
2482.0,3016.1,3533.6,-1435.0
2483.0,3021.1,3531.5,-1435.0
2484.0,3025.7,3533.0,-1435.0
2485.0,3027.2,3531.8,-1430.0
2486.0,3025.5,3532.1,-1425.0
2487.0,3027.0,3529.7,-1430.0
2488.0,3029.6,3526.0,-1420.0
2489.0,3031.2,3523.9,-1425.0
2490.0,3031.3,3525.6,-1420.0
2491.0,3029.7,3526.6,-1415.0
2492.0,3026.8,3526.6,-1420.0
2493.0,3030.3,3526.3,-1420.0
2494.0,3030.1,3525.4,-1425.0
2495.0,3028.8,3525.9,-1425.0
2496.0,3027.6,3529.1,-1415.0
2497.0,3027.1,3531.6,-1420.0
2498.0,3025.2,3534.2,-1425.0
2499.0,3025.3,3538.8,-1425.0
2500.0,3023.6,3538.7,-1435.0
2501.0,3024.7,3540.9,-1430.0
2502.0,3024.7,3539.2,-1430.0
2503.0,3025.7,3536.5,-1430.0
2504.0,3026.6,3534.4,-1420.0
2505.0,3027.2,3531.2,-1420.0
2506.0,3024.4,3530.1,-1420.0
2507.0,3026.3,3529.0,-1420.0
2508.0,3024.9,3529.1,-1420.0
2509.0,3023.7,3528.9,-1420.0
2510.0,3023.0,3529.5,-1420.0
2511.0,3024.0,3529.6,-1420.0
2512.0,3023.0,3528.2,-1420.0
2513.0,3024.8,3528.4,-1420.0
2514.0,3025.1,3530.8,-1420.0
2515.0,3023.5,3531.4,-1415.0
2516.0,3023.7,3533.1,-1420.0
2517.0,3024.8,3530.7,-1420.0
2518.0,3024.9,3530.8,-1420.0
2519.0,3025.7,3530.1,-1415.0
2520.0,3021.9,3532.2,-1420.0
2521.0,3019.5,3529.2,-1425.0
2522.0,3019.0,3528.1,-1430.0
2523.0,3023.4,3529.6,-1415.0
2524.0,3027.4,3525.4,-1415.0
2525.0,3025.7,3524.7,-1415.0
2526.0,3024.6,3520.8,-1420.0
2527.0,3027.2,3520.0,-1425.0
2528.0,3028.8,3515.3,-1420.0
2529.0,3030.2,3515.4,-1415.0
2530.0,3030.8,3514.9,-1415.0
2531.0,3030.4,3513.9,-1420.0
2532.0,3030.0,3513.3,-1420.0
2533.0,3029.8,3513.2,-1415.0
2534.0,3029.6,3513.3,-1420.0
2535.0,3029.8,3515.7,-1410.0
2536.0,3029.8,3514.9,-1415.0
2537.0,3028.3,3514.3,-1415.0
2538.0,3027.6,3517.4,-1410.0
2539.0,3024.4,3515.6,-1415.0
2540.0,3024.6,3517.1,-1415.0
2541.0,3024.2,3518.4,-1420.0
2542.0,3023.7,3521.1,-1415.0
2543.0,3021.2,3522.4,-1425.0
2544.0,3020.2,3526.8,-1430.0
2545.0,3022.9,3528.5,-1420.0
2546.0,3021.6,3528.2,-1420.0
2547.0,3022.5,3525.8,-1425.0
2548.0,3025.8,3521.5,-1420.0
2549.0,3025.2,3518.6,-1420.0
2550.0,3026.3,3518.1,-1425.0
2551.0,3027.8,3520.0,-1415.0
2552.0,3024.9,3521.0,-1425.0
2553.0,3025.6,3522.1,-1420.0
2554.0,3027.9,3519.6,-1410.0
2555.0,3025.9,3519.8,-1420.0
2556.0,3024.0,3516.5,-1415.0
2557.0,3022.7,3518.9,-1410.0
2558.0,3022.5,3520.8,-1415.0
2559.0,3022.9,3523.9,-1415.0
2560.0,3025.1,3523.8,-1425.0
2561.0,3027.9,3523.0,-1425.0
2562.0,3028.4,3521.7,-1420.0
2563.0,3029.4,3517.7,-1415.0
2564.0,3029.3,3515.0,-1420.0
2565.0,3028.8,3514.2,-1420.0
2566.0,3028.6,3513.4,-1410.0
2567.0,3027.5,3513.0,-1415.0
2568.0,3027.4,3515.1,-1425.0
2569.0,3027.1,3517.6,-1415.0
2570.0,3028.6,3517.9,-1420.0
2571.0,3027.2,3518.0,-1425.0
2572.0,3026.9,3517.8,-1415.0
2573.0,3027.1,3517.1,-1415.0
2574.0,3026.8,3517.3,-1415.0
2575.0,3026.8,3516.2,-1425.0
2576.0,3028.2,3517.1,-1415.0
2577.0,3028.0,3513.7,-1420.0
2578.0,3028.0,3514.7,-1420.0
2579.0,3029.1,3512.9,-1415.0
2580.0,3029.7,3512.6,-1420.0
2581.0,3028.9,3512.1,-1415.0
2582.0,3029.5,3511.1,-1420.0
2583.0,3028.2,3510.4,-1420.0
2584.0,3027.3,3512.2,-1420.0
2585.0,3026.1,3512.0,-1415.0
2586.0,3024.2,3511.1,-1415.0
2587.0,3023.2,3512.2,-1425.0
2588.0,3022.8,3514.1,-1425.0
2589.0,3022.9,3514.5,-1420.0
2590.0,3023.5,3517.8,-1415.0
2591.0,3023.0,3518.1,-1420.0
2592.0,3023.4,3514.5,-1420.0
2593.0,3026.1,3515.3,-1415.0
2594.0,3026.5,3513.0,-1410.0
2595.0,3025.6,3514.1,-1410.0
2596.0,3025.1,3513.5,-1415.0
2597.0,3025.5,3509.9,-1415.0
2598.0,3025.9,3508.2,-1420.0
2599.0,3026.9,3505.9,-1415.0
2600.0,3030.7,3504.2,-1410.0
2601.0,3031.1,3503.2,-1410.0
2602.0,3030.6,3500.1,-1420.0
2603.0,3029.9,3501.1,-1415.0
2604.0,3030.1,3500.8,-1420.0
2605.0,3029.1,3499.3,-1420.0
2606.0,3029.1,3501.1,-1415.0
2607.0,3027.6,3503.4,-1405.0
2608.0,3027.5,3502.9,-1415.0
2609.0,3025.3,3503.5,-1410.0
2610.0,3026.6,3505.5,-1410.0
2611.0,3027.4,3507.6,-1410.0
2612.0,3028.3,3504.7,-1415.0
2613.0,3028.1,3508.9,-1405.0
2614.0,3026.9,3506.0,-1405.0
2615.0,3027.4,3504.8,-1405.0
2616.0,3027.1,3502.5,-1405.0
2617.0,3025.8,3500.1,-1415.0
2618.0,3026.3,3498.4,-1410.0
2619.0,3029.5,3495.9,-1415.0
2620.0,3026.8,3494.1,-1410.0
2621.0,3027.3,3492.8,-1415.0
2622.0,3028.1,3494.6,-1410.0
2623.0,3024.8,3496.4,-1410.0
2624.0,3024.1,3498.3,-1410.0
2625.0,3025.1,3501.9,-1415.0
2626.0,3021.6,3506.8,-1410.0
2627.0,3020.3,3509.7,-1415.0
2628.0,3031.8,3507.9,-1420.0
2629.0,3034.1,3508.0,-1420.0
2630.0,3031.4,3506.5,-1420.0
2631.0,3031.3,3504.5,-1415.0
2632.0,3034.6,3503.4,-1420.0
2633.0,3034.8,3504.6,-1425.0
2634.0,3035.9,3505.3,-1420.0
2635.0,3034.3,3503.1,-1420.0
2636.0,3033.2,3507.3,-1415.0
2637.0,3035.3,3506.2,-1415.0
2638.0,3033.0,3501.6,-1420.0
2639.0,3032.9,3500.8,-1415.0
2640.0,3032.1,3499.4,-1415.0
2641.0,3029.1,3500.3,-1415.0
2642.0,3029.2,3499.1,-1410.0
2643.0,3027.9,3497.6,-1415.0
2644.0,3027.6,3495.6,-1415.0
2645.0,3030.7,3495.3,-1410.0
2646.0,3029.5,3497.3,-1410.0
2647.0,3031.1,3500.4,-1415.0
2648.0,3031.2,3499.1,-1410.0
2649.0,3032.4,3497.1,-1410.0
2650.0,3031.3,3498.7,-1415.0
2651.0,3030.8,3496.3,-1410.0
2652.0,3028.3,3494.1,-1410.0
2653.0,3027.7,3495.2,-1405.0
2654.0,3027.5,3494.6,-1405.0
2655.0,3028.0,3493.7,-1400.0
2656.0,3026.3,3492.6,-1405.0
2657.0,3026.7,3493.1,-1405.0
2658.0,3026.5,3491.6,-1400.0
2659.0,3025.3,3492.2,-1405.0
2660.0,3025.2,3490.9,-1405.0
2661.0,3023.4,3490.1,-1410.0
2662.0,3023.8,3488.9,-1415.0
2663.0,3024.3,3487.6,-1415.0
2664.0,3024.2,3488.1,-1405.0
2665.0,3024.4,3488.0,-1410.0
2666.0,3024.5,3489.3,-1405.0
2667.0,3024.9,3488.5,-1405.0
2668.0,3025.3,3491.3,-1405.0
2669.0,3023.2,3489.1,-1410.0
2670.0,3023.6,3490.1,-1410.0
2671.0,3025.0,3489.5,-1410.0
2672.0,3023.8,3487.7,-1415.0
2673.0,3023.9,3489.1,-1415.0
2674.0,3023.0,3488.2,-1410.0
2675.0,3021.4,3488.6,-1415.0
2676.0,3020.8,3488.3,-1415.0
2677.0,3022.6,3486.7,-1420.0
2678.0,3019.6,3488.5,-1425.0
2679.0,3018.5,3488.0,-1420.0
2680.0,3020.1,3488.4,-1420.0
2681.0,3017.9,3485.2,-1430.0
2682.0,3019.5,3488.7,-1410.0
2683.0,3019.9,3485.5,-1420.0
2684.0,3020.0,3486.6,-1415.0
2685.0,3019.0,3484.6,-1420.0
2686.0,3021.1,3484.6,-1415.0
2687.0,3021.8,3483.0,-1415.0
2688.0,3022.4,3480.6,-1425.0
2689.0,3022.8,3479.8,-1430.0
2690.0,3021.3,3480.8,-1425.0
2691.0,3022.5,3481.3,-1415.0
2692.0,3020.2,3479.0,-1430.0
2693.0,3022.1,3483.1,-1415.0
2694.0,3021.9,3482.2,-1420.0
2695.0,3022.7,3483.0,-1415.0
2696.0,3022.8,3484.1,-1415.0
2697.0,3021.6,3484.5,-1420.0
2698.0,3024.0,3484.8,-1410.0
2699.0,3024.1,3486.6,-1415.0
2700.0,3023.9,3486.7,-1405.0
2701.0,3023.4,3486.7,-1415.0
2702.0,3022.5,3490.4,-1405.0
2703.0,3022.8,3493.5,-1400.0
2704.0,3021.5,3492.6,-1410.0
2705.0,3023.6,3490.9,-1410.0
2706.0,3022.4,3491.9,-1405.0
